lote,producto,num_parada,brix,ph,acidez,recorrido,viscosidad,pct_fruta,ratio,responsable,repeticion,observaciones,fecha_produccion,actualizado
HF PB 174 26,GOYA UE  - MORA ENTERA GOYA UE UNIDAD 397 g - GOYA UE,1.0,8.3,3.18,,,,,,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 188 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,13.6,3.9,0.74,,,,18.3783783783784,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,1.0,13.7,3.92,0.76,,,,18.0263157894737,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,2.0,13.6,3.79,0.75,,,,18.1333333333333,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,3.0,13.0,3.75,0.74,,,,17.5675675675676,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,4.0,12.5,3.62,0.83,,,,15.0602409638554,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,5.0,12.8,3.42,0.8,,,,16.0,ET,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,6.0,13.6,3.69,0.8,,,,17.0,SF,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,7.0,13.9,3.71,0.76,,,,18.2894736842105,SF,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,8.0,15.6,3.67,0.82,,,,19.0243902439024,SF,False,,2026-07-16,2026-07-16 23:56:18
HF PB 197 26,GOYA USA  - PULPA DE GUANÁBANA GOYA USA UNIDAD 397 g - GOYA USA,9.0,15.5,3.69,0.85,,,,18.2352941176471,SF,False,,2026-07-16,2026-07-16 23:56:18
L1942615,MERICA  - PULPA DE GUANABANA MERICA UNIDAD 250 g - MERICA,1.0,12.2,3.86,,,,,,ET,False,,2026-07-16,2026-07-16 23:56:18
L1972615,MERICA  - PULPA DE GUANABANA MERICA UNIDAD 250 g - MERICA,1.0,12.8,3.89,,,,,,ET,False,,2026-07-16,2026-07-16 23:56:18
